run_name,architecture,seed,corpus,checkpoint_label,iter_num,words_seen,mask_seed,mask_mode,task,level,term,accuracy
bl10m-d512L32-do0.1-gate-attnres8-offdev-aoaw19-aoat20-u37-b8ga64,attnres,1337,10m,1M,5,957909,,none,blimp,linguistics_term,npi_licensing,48.91
bl10m-d512L32-do0.1-gate-attnres8-offdev-aoaw19-aoat20-u37-b8ga64,attnres,1337,10m,1M,5,957909,,none,blimp,linguistics_term,quantifiers,45.48
bl10m-d512L32-do0.1-gate-attnres8-offdev-aoaw19-aoat20-u37-b8ga64,attnres,1337,10m,1M,5,957909,,none,blimp,linguistics_term,s-selection,60.95
bl10m-d512L32-do0.1-gate-attnres8-offdev-aoaw19-aoat20-u37-b8ga64,attnres,1337,10m,1M,5,957909,,none,blimp,linguistics_term,subject_verb_agreement,50.71
bl10m-d512L32-do0.1-gate-attnres8-offdev-aoaw19-aoat20-u37-b8ga64,attnres,1337,10m,1M,5,957909,,none,blimp,overall,overall,51.89
bl10m-d512L32-do0.1-gate-attnres8-offdev-aoaw19-aoat20-u37-b8ga64,attnres,1337,10m,1M,5,957909,,none,blimp,uid,adjunct_island,51.19
bl10m-d512L32-do0.1-gate-attnres8-offdev-aoaw19-aoat20-u37-b8ga64,attnres,1337,10m,1M,5,957909,,none,blimp,uid,anaphor_gender_agreement,33.68
bl10m-d512L32-do0.1-gate-attnres8-offdev-aoaw19-aoat20-u37-b8ga64,attnres,1337,10m,1M,5,957909,,none,blimp,uid,anaphor_number_agreement,49.41
bl10m-d512L32-do0.1-gate-attnres8-offdev-aoaw19-aoat20-u37-b8ga64,attnres,1337,10m,1M,5,957909,,none,blimp,uid,animate_subject_passive,55.2
bl10m-d512L32-do0.1-gate-attnres8-offdev-aoaw19-aoat20-u37-b8ga64,attnres,1337,10m,1M,5,957909,,none,blimp,uid,animate_subject_trans,66.52
bl10m-d512L32-do0.1-gate-attnres8-offdev-aoaw19-aoat20-u37-b8ga64,attnres,1337,10m,1M,5,957909,,none,blimp,uid,causative,41.69
bl10m-d512L32-do0.1-gate-attnres8-offdev-aoaw19-aoat20-u37-b8ga64,attnres,1337,10m,1M,5,957909,,none,blimp,uid,complex_NP_island,47.4
bl10m-d512L32-do0.1-gate-attnres8-offdev-aoaw19-aoat20-u37-b8ga64,attnres,1337,10m,1M,5,957909,,none,blimp,uid,coordinate_structure_constraint_complex_left_branch,41.5
bl10m-d512L32-do0.1-gate-attnres8-offdev-aoaw19-aoat20-u37-b8ga64,attnres,1337,10m,1M,5,957909,,none,blimp,uid,coordinate_structure_constraint_object_extraction,41.41
bl10m-d512L32-do0.1-gate-attnres8-offdev-aoaw19-aoat20-u37-b8ga64,attnres,1337,10m,1M,5,957909,,none,blimp,uid,determiner_noun_agreement_1,48.87
bl10m-d512L32-do0.1-gate-attnres8-offdev-aoaw19-aoat20-u37-b8ga64,attnres,1337,10m,1M,5,957909,,none,blimp,uid,determiner_noun_agreement_2,47.26
bl10m-d512L32-do0.1-gate-attnres8-offdev-aoaw19-aoat20-u37-b8ga64,attnres,1337,10m,1M,5,957909,,none,blimp,uid,determiner_noun_agreement_irregular_1,47.72
bl10m-d512L32-do0.1-gate-attnres8-offdev-aoaw19-aoat20-u37-b8ga64,attnres,1337,10m,1M,5,957909,,none,blimp,uid,determiner_noun_agreement_irregular_2,54.02
bl10m-d512L32-do0.1-gate-attnres8-offdev-aoaw19-aoat20-u37-b8ga64,attnres,1337,10m,1M,5,957909,,none,blimp,uid,determiner_noun_agreement_with_adj_2,46.87
bl10m-d512L32-do0.1-gate-attnres8-offdev-aoaw19-aoat20-u37-b8ga64,attnres,1337,10m,1M,5,957909,,none,blimp,uid,determiner_noun_agreement_with_adj_irregular_1,48.75
bl10m-d512L32-do0.1-gate-attnres8-offdev-aoaw19-aoat20-u37-b8ga64,attnres,1337,10m,1M,5,957909,,none,blimp,uid,determiner_noun_agreement_with_adj_irregular_2,57.74
bl10m-d512L32-do0.1-gate-attnres8-offdev-aoaw19-aoat20-u37-b8ga64,attnres,1337,10m,1M,5,957909,,none,blimp,uid,determiner_noun_agreement_with_adjective_1,47.91
bl10m-d512L32-do0.1-gate-attnres8-offdev-aoaw19-aoat20-u37-b8ga64,attnres,1337,10m,1M,5,957909,,none,blimp,uid,distractor_agreement_relational_noun,52.28
bl10m-d512L32-do0.1-gate-attnres8-offdev-aoaw19-aoat20-u37-b8ga64,attnres,1337,10m,1M,5,957909,,none,blimp,uid,distractor_agreement_relative_clause,52.7
bl10m-d512L32-do0.1-gate-attnres8-offdev-aoaw19-aoat20-u37-b8ga64,attnres,1337,10m,1M,5,957909,,none,blimp,uid,drop_argument,62.93
bl10m-d512L32-do0.1-gate-attnres8-offdev-aoaw19-aoat20-u37-b8ga64,attnres,1337,10m,1M,5,957909,,none,blimp,uid,ellipsis_n_bar_1,49.5
bl10m-d512L32-do0.1-gate-attnres8-offdev-aoaw19-aoat20-u37-b8ga64,attnres,1337,10m,1M,5,957909,,none,blimp,uid,ellipsis_n_bar_2,29.35
bl10m-d512L32-do0.1-gate-attnres8-offdev-aoaw19-aoat20-u37-b8ga64,attnres,1337,10m,1M,5,957909,,none,blimp,uid,existential_there_object_raising,56.9
bl10m-d512L32-do0.1-gate-attnres8-offdev-aoaw19-aoat20-u37-b8ga64,attnres,1337,10m,1M,5,957909,,none,blimp,uid,existential_there_quantifiers_1,72.26
bl10m-d512L32-do0.1-gate-attnres8-offdev-aoaw19-aoat20-u37-b8ga64,attnres,1337,10m,1M,5,957909,,none,blimp,uid,existential_there_quantifiers_2,27.77
bl10m-d512L32-do0.1-gate-attnres8-offdev-aoaw19-aoat20-u37-b8ga64,attnres,1337,10m,1M,5,957909,,none,blimp,uid,existential_there_subject_raising,58.66
bl10m-d512L32-do0.1-gate-attnres8-offdev-aoaw19-aoat20-u37-b8ga64,attnres,1337,10m,1M,5,957909,,none,blimp,uid,expletive_it_object_raising,53.49
bl10m-d512L32-do0.1-gate-attnres8-offdev-aoaw19-aoat20-u37-b8ga64,attnres,1337,10m,1M,5,957909,,none,blimp,uid,inchoative,41.64
bl10m-d512L32-do0.1-gate-attnres8-offdev-aoaw19-aoat20-u37-b8ga64,attnres,1337,10m,1M,5,957909,,none,blimp,uid,intransitive,54.72
bl10m-d512L32-do0.1-gate-attnres8-offdev-aoaw19-aoat20-u37-b8ga64,attnres,1337,10m,1M,5,957909,,none,blimp,uid,irregular_past_participle_adjectives,36.42
bl10m-d512L32-do0.1-gate-attnres8-offdev-aoaw19-aoat20-u37-b8ga64,attnres,1337,10m,1M,5,957909,,none,blimp,uid,irregular_past_participle_verbs,48.09
bl10m-d512L32-do0.1-gate-attnres8-offdev-aoaw19-aoat20-u37-b8ga64,attnres,1337,10m,1M,5,957909,,none,blimp,uid,irregular_plural_subject_verb_agreement_1,49.5
bl10m-d512L32-do0.1-gate-attnres8-offdev-aoaw19-aoat20-u37-b8ga64,attnres,1337,10m,1M,5,957909,,none,blimp,uid,irregular_plural_subject_verb_agreement_2,57.74
bl10m-d512L32-do0.1-gate-attnres8-offdev-aoaw19-aoat20-u37-b8ga64,attnres,1337,10m,1M,5,957909,,none,blimp,uid,left_branch_island_echo_question,74.97
bl10m-d512L32-do0.1-gate-attnres8-offdev-aoaw19-aoat20-u37-b8ga64,attnres,1337,10m,1M,5,957909,,none,blimp,uid,left_branch_island_simple_question,46.79
bl10m-d512L32-do0.1-gate-attnres8-offdev-aoaw19-aoat20-u37-b8ga64,attnres,1337,10m,1M,5,957909,,none,blimp,uid,matrix_question_npi_licensor_present,8.18
bl10m-d512L32-do0.1-gate-attnres8-offdev-aoaw19-aoat20-u37-b8ga64,attnres,1337,10m,1M,5,957909,,none,blimp,uid,npi_present_1,42.9
bl10m-d512L32-do0.1-gate-attnres8-offdev-aoaw19-aoat20-u37-b8ga64,attnres,1337,10m,1M,5,957909,,none,blimp,uid,npi_present_2,27.24
bl10m-d512L32-do0.1-gate-attnres8-offdev-aoaw19-aoat20-u37-b8ga64,attnres,1337,10m,1M,5,957909,,none,blimp,uid,only_npi_licensor_present,99.89
bl10m-d512L32-do0.1-gate-attnres8-offdev-aoaw19-aoat20-u37-b8ga64,attnres,1337,10m,1M,5,957909,,none,blimp,uid,only_npi_scope,40.38
bl10m-d512L32-do0.1-gate-attnres8-offdev-aoaw19-aoat20-u37-b8ga64,attnres,1337,10m,1M,5,957909,,none,blimp,uid,passive_1,58.69
bl10m-d512L32-do0.1-gate-attnres8-offdev-aoaw19-aoat20-u37-b8ga64,attnres,1337,10m,1M,5,957909,,none,blimp,uid,passive_2,57.92
bl10m-d512L32-do0.1-gate-attnres8-offdev-aoaw19-aoat20-u37-b8ga64,attnres,1337,10m,1M,5,957909,,none,blimp,uid,principle_A_c_command,74.84
bl10m-d512L32-do0.1-gate-attnres8-offdev-aoaw19-aoat20-u37-b8ga64,attnres,1337,10m,1M,5,957909,,none,blimp,uid,principle_A_case_1,82.46
bl10m-d512L32-do0.1-gate-attnres8-offdev-aoaw19-aoat20-u37-b8ga64,attnres,1337,10m,1M,5,957909,,none,blimp,uid,principle_A_case_2,46.78
bl10m-d512L32-do0.1-gate-attnres8-offdev-aoaw19-aoat20-u37-b8ga64,attnres,1337,10m,1M,5,957909,,none,blimp,uid,principle_A_domain_1,78.56
bl10m-d512L32-do0.1-gate-attnres8-offdev-aoaw19-aoat20-u37-b8ga64,attnres,1337,10m,1M,5,957909,,none,blimp,uid,principle_A_domain_2,55.19
bl10m-d512L32-do0.1-gate-attnres8-offdev-aoaw19-aoat20-u37-b8ga64,attnres,1337,10m,1M,5,957909,,none,blimp,uid,principle_A_domain_3,51.33
bl10m-d512L32-do0.1-gate-attnres8-offdev-aoaw19-aoat20-u37-b8ga64,attnres,1337,10m,1M,5,957909,,none,blimp,uid,principle_A_reconstruction,40.43
bl10m-d512L32-do0.1-gate-attnres8-offdev-aoaw19-aoat20-u37-b8ga64,attnres,1337,10m,1M,5,957909,,none,blimp,uid,regular_plural_subject_verb_agreement_1,44.83
bl10m-d512L32-do0.1-gate-attnres8-offdev-aoaw19-aoat20-u37-b8ga64,attnres,1337,10m,1M,5,957909,,none,blimp,uid,regular_plural_subject_verb_agreement_2,47.51
bl10m-d512L32-do0.1-gate-attnres8-offdev-aoaw19-aoat20-u37-b8ga64,attnres,1337,10m,1M,5,957909,,none,blimp,uid,sentential_negation_npi_licensor_present,94.02
bl10m-d512L32-do0.1-gate-attnres8-offdev-aoaw19-aoat20-u37-b8ga64,attnres,1337,10m,1M,5,957909,,none,blimp,uid,sentential_negation_npi_scope,30.31
bl10m-d512L32-do0.1-gate-attnres8-offdev-aoaw19-aoat20-u37-b8ga64,attnres,1337,10m,1M,5,957909,,none,blimp,uid,sentential_subject_island,46.83
bl10m-d512L32-do0.1-gate-attnres8-offdev-aoaw19-aoat20-u37-b8ga64,attnres,1337,10m,1M,5,957909,,none,blimp,uid,superlative_quantifiers_1,50.77
bl10m-d512L32-do0.1-gate-attnres8-offdev-aoaw19-aoat20-u37-b8ga64,attnres,1337,10m,1M,5,957909,,none,blimp,uid,superlative_quantifiers_2,31.34
bl10m-d512L32-do0.1-gate-attnres8-offdev-aoaw19-aoat20-u37-b8ga64,attnres,1337,10m,1M,5,957909,,none,blimp,uid,tough_vs_raising_1,35.44
bl10m-d512L32-do0.1-gate-attnres8-offdev-aoaw19-aoat20-u37-b8ga64,attnres,1337,10m,1M,5,957909,,none,blimp,uid,tough_vs_raising_2,66.63
bl10m-d512L32-do0.1-gate-attnres8-offdev-aoaw19-aoat20-u37-b8ga64,attnres,1337,10m,1M,5,957909,,none,blimp,uid,transitive,51.38
bl10m-d512L32-do0.1-gate-attnres8-offdev-aoaw19-aoat20-u37-b8ga64,attnres,1337,10m,1M,5,957909,,none,blimp,uid,wh_island,86.04
bl10m-d512L32-do0.1-gate-attnres8-offdev-aoaw19-aoat20-u37-b8ga64,attnres,1337,10m,1M,5,957909,,none,blimp,uid,wh_questions_object_gap,45.29
bl10m-d512L32-do0.1-gate-attnres8-offdev-aoaw19-aoat20-u37-b8ga64,attnres,1337,10m,1M,5,957909,,none,blimp,uid,wh_questions_subject_gap,72.72
bl10m-d512L32-do0.1-gate-attnres8-offdev-aoaw19-aoat20-u37-b8ga64,attnres,1337,10m,1M,5,957909,,none,blimp,uid,wh_questions_subject_gap_long_distance,59.63
bl10m-d512L32-do0.1-gate-attnres8-offdev-aoaw19-aoat20-u37-b8ga64,attnres,1337,10m,1M,5,957909,,none,blimp,uid,wh_vs_that_no_gap,60.39
bl10m-d512L32-do0.1-gate-attnres8-offdev-aoaw19-aoat20-u37-b8ga64,attnres,1337,10m,1M,5,957909,,none,blimp,uid,wh_vs_that_no_gap_long_distance,62.4
bl10m-d512L32-do0.1-gate-attnres8-offdev-aoaw19-aoat20-u37-b8ga64,attnres,1337,10m,1M,5,957909,,none,blimp,uid,wh_vs_that_with_gap,34.71
bl10m-d512L32-do0.1-gate-attnres8-offdev-aoaw19-aoat20-u37-b8ga64,attnres,1337,10m,1M,5,957909,,none,blimp,uid,wh_vs_that_with_gap_long_distance,38.9
bl10m-d512L32-do0.1-gate-attnres8-offdev-aoaw19-aoat20-u37-b8ga64,attnres,1337,10m,2M,10,1916220,,none,blimp,field,morphology,48.21
bl10m-d512L32-do0.1-gate-attnres8-offdev-aoaw19-aoat20-u37-b8ga64,attnres,1337,10m,2M,10,1916220,,none,blimp,field,semantics,42.6
bl10m-d512L32-do0.1-gate-attnres8-offdev-aoaw19-aoat20-u37-b8ga64,attnres,1337,10m,2M,10,1916220,,none,blimp,field,syntax,54.55
bl10m-d512L32-do0.1-gate-attnres8-offdev-aoaw19-aoat20-u37-b8ga64,attnres,1337,10m,2M,10,1916220,,none,blimp,field,syntax/semantics,56.19
bl10m-d512L32-do0.1-gate-attnres8-offdev-aoaw19-aoat20-u37-b8ga64,attnres,1337,10m,2M,10,1916220,,none,blimp,linguistics_term,anaphor_agreement,42.11
bl10m-d512L32-do0.1-gate-attnres8-offdev-aoaw19-aoat20-u37-b8ga64,attnres,1337,10m,2M,10,1916220,,none,blimp,linguistics_term,argument_structure,54.28
bl10m-d512L32-do0.1-gate-attnres8-offdev-aoaw19-aoat20-u37-b8ga64,attnres,1337,10m,2M,10,1916220,,none,blimp,linguistics_term,binding,60.52
bl10m-d512L32-do0.1-gate-attnres8-offdev-aoaw19-aoat20-u37-b8ga64,attnres,1337,10m,2M,10,1916220,,none,blimp,linguistics_term,control_raising,56.04
bl10m-d512L32-do0.1-gate-attnres8-offdev-aoaw19-aoat20-u37-b8ga64,attnres,1337,10m,2M,10,1916220,,none,blimp,linguistics_term,determiner_noun_agreement,49.89
bl10m-d512L32-do0.1-gate-attnres8-offdev-aoaw19-aoat20-u37-b8ga64,attnres,1337,10m,2M,10,1916220,,none,blimp,linguistics_term,ellipsis,31.17
bl10m-d512L32-do0.1-gate-attnres8-offdev-aoaw19-aoat20-u37-b8ga64,attnres,1337,10m,2M,10,1916220,,none,blimp,linguistics_term,filler_gap_dependency,52.05
bl10m-d512L32-do0.1-gate-attnres8-offdev-aoaw19-aoat20-u37-b8ga64,attnres,1337,10m,2M,10,1916220,,none,blimp,linguistics_term,irregular_forms,44.77
bl10m-d512L32-do0.1-gate-attnres8-offdev-aoaw19-aoat20-u37-b8ga64,attnres,1337,10m,2M,10,1916220,,none,blimp,linguistics_term,island_effects,58.81
bl10m-d512L32-do0.1-gate-attnres8-offdev-aoaw19-aoat20-u37-b8ga64,attnres,1337,10m,2M,10,1916220,,none,blimp,linguistics_term,npi_licensing,44.72
bl10m-d512L32-do0.1-gate-attnres8-offdev-aoaw19-aoat20-u37-b8ga64,attnres,1337,10m,2M,10,1916220,,none,blimp,linguistics_term,quantifiers,37.97
bl10m-d512L32-do0.1-gate-attnres8-offdev-aoaw19-aoat20-u37-b8ga64,attnres,1337,10m,2M,10,1916220,,none,blimp,linguistics_term,s-selection,67.49
bl10m-d512L32-do0.1-gate-attnres8-offdev-aoaw19-aoat20-u37-b8ga64,attnres,1337,10m,2M,10,1916220,,none,blimp,linguistics_term,subject_verb_agreement,49.52
bl10m-d512L32-do0.1-gate-attnres8-offdev-aoaw19-aoat20-u37-b8ga64,attnres,1337,10m,2M,10,1916220,,none,blimp,overall,overall,51.55
bl10m-d512L32-do0.1-gate-attnres8-offdev-aoaw19-aoat20-u37-b8ga64,attnres,1337,10m,2M,10,1916220,,none,blimp,uid,adjunct_island,66.7
bl10m-d512L32-do0.1-gate-attnres8-offdev-aoaw19-aoat20-u37-b8ga64,attnres,1337,10m,2M,10,1916220,,none,blimp,uid,anaphor_gender_agreement,34.71
bl10m-d512L32-do0.1-gate-attnres8-offdev-aoaw19-aoat20-u37-b8ga64,attnres,1337,10m,2M,10,1916220,,none,blimp,uid,anaphor_number_agreement,49.84
bl10m-d512L32-do0.1-gate-attnres8-offdev-aoaw19-aoat20-u37-b8ga64,attnres,1337,10m,2M,10,1916220,,none,blimp,uid,animate_subject_passive,60.22
bl10m-d512L32-do0.1-gate-attnres8-offdev-aoaw19-aoat20-u37-b8ga64,attnres,1337,10m,2M,10,1916220,,none,blimp,uid,animate_subject_trans,74.54
bl10m-d512L32-do0.1-gate-attnres8-offdev-aoaw19-aoat20-u37-b8ga64,attnres,1337,10m,2M,10,1916220,,none,blimp,uid,causative,44.62
bl10m-d512L32-do0.1-gate-attnres8-offdev-aoaw19-aoat20-u37-b8ga64,attnres,1337,10m,2M,10,1916220,,none,blimp,uid,complex_NP_island,54.14
bl10m-d512L32-do0.1-gate-attnres8-offdev-aoaw19-aoat20-u37-b8ga64,attnres,1337,10m,2M,10,1916220,,none,blimp,uid,coordinate_structure_constraint_complex_left_branch,40.51
bl10m-d512L32-do0.1-gate-attnres8-offdev-aoaw19-aoat20-u37-b8ga64,attnres,1337,10m,2M,10,1916220,,none,blimp,uid,coordinate_structure_constraint_object_extraction,41.41
bl10m-d512L32-do0.1-gate-attnres8-offdev-aoaw19-aoat20-u37-b8ga64,attnres,1337,10m,2M,10,1916220,,none,blimp,uid,determiner_noun_agreement_1,51.56
bl10m-d512L32-do0.1-gate-attnres8-offdev-aoaw19-aoat20-u37-b8ga64,attnres,1337,10m,2M,10,1916220,,none,blimp,uid,determiner_noun_agreement_2,49.3
bl10m-d512L32-do0.1-gate-attnres8-offdev-aoaw19-aoat20-u37-b8ga64,attnres,1337,10m,2M,10,1916220,,none,blimp,uid,determiner_noun_agreement_irregular_1,49.49
bl10m-d512L32-do0.1-gate-attnres8-offdev-aoaw19-aoat20-u37-b8ga64,attnres,1337,10m,2M,10,1916220,,none,blimp,uid,determiner_noun_agreement_irregular_2,53.78
bl10m-d512L32-do0.1-gate-attnres8-offdev-aoaw19-aoat20-u37-b8ga64,attnres,1337,10m,2M,10,1916220,,none,blimp,uid,determiner_noun_agreement_with_adj_2,47.18
bl10m-d512L32-do0.1-gate-attnres8-offdev-aoaw19-aoat20-u37-b8ga64,attnres,1337,10m,2M,10,1916220,,none,blimp,uid,determiner_noun_agreement_with_adj_irregular_1,45.96
bl10m-d512L32-do0.1-gate-attnres8-offdev-aoaw19-aoat20-u37-b8ga64,attnres,1337,10m,2M,10,1916220,,none,blimp,uid,determiner_noun_agreement_with_adj_irregular_2,53.33
bl10m-d512L32-do0.1-gate-attnres8-offdev-aoaw19-aoat20-u37-b8ga64,attnres,1337,10m,2M,10,1916220,,none,blimp,uid,determiner_noun_agreement_with_adjective_1,48.34
bl10m-d512L32-do0.1-gate-attnres8-offdev-aoaw19-aoat20-u37-b8ga64,attnres,1337,10m,2M,10,1916220,,none,blimp,uid,distractor_agreement_relational_noun,46.95
bl10m-d512L32-do0.1-gate-attnres8-offdev-aoaw19-aoat20-u37-b8ga64,attnres,1337,10m,2M,10,1916220,,none,blimp,uid,distractor_agreement_relative_clause,53.73
bl10m-d512L32-do0.1-gate-attnres8-offdev-aoaw19-aoat20-u37-b8ga64,attnres,1337,10m,2M,10,1916220,,none,blimp,uid,drop_argument,65.76
bl10m-d512L32-do0.1-gate-attnres8-offdev-aoaw19-aoat20-u37-b8ga64,attnres,1337,10m,2M,10,1916220,,none,blimp,uid,ellipsis_n_bar_1,37.41
bl10m-d512L32-do0.1-gate-attnres8-offdev-aoaw19-aoat20-u37-b8ga64,attnres,1337,10m,2M,10,1916220,,none,blimp,uid,ellipsis_n_bar_2,25.12
bl10m-d512L32-do0.1-gate-attnres8-offdev-aoaw19-aoat20-u37-b8ga64,attnres,1337,10m,2M,10,1916220,,none,blimp,uid,existential_there_object_raising,61.45
bl10m-d512L32-do0.1-gate-attnres8-offdev-aoaw19-aoat20-u37-b8ga64,attnres,1337,10m,2M,10,1916220,,none,blimp,uid,existential_there_quantifiers_1,70.43
bl10m-d512L32-do0.1-gate-attnres8-offdev-aoaw19-aoat20-u37-b8ga64,attnres,1337,10m,2M,10,1916220,,none,blimp,uid,existential_there_quantifiers_2,14.38
bl10m-d512L32-do0.1-gate-attnres8-offdev-aoaw19-aoat20-u37-b8ga64,attnres,1337,10m,2M,10,1916220,,none,blimp,uid,existential_there_subject_raising,61.9
bl10m-d512L32-do0.1-gate-attnres8-offdev-aoaw19-aoat20-u37-b8ga64,attnres,1337,10m,2M,10,1916220,,none,blimp,uid,expletive_it_object_raising,55.07
bl10m-d512L32-do0.1-gate-attnres8-offdev-aoaw19-aoat20-u37-b8ga64,attnres,1337,10m,2M,10,1916220,,none,blimp,uid,inchoative,41.29
bl10m-d512L32-do0.1-gate-attnres8-offdev-aoaw19-aoat20-u37-b8ga64,attnres,1337,10m,2M,10,1916220,,none,blimp,uid,intransitive,58.41
bl10m-d512L32-do0.1-gate-attnres8-offdev-aoaw19-aoat20-u37-b8ga64,attnres,1337,10m,2M,10,1916220,,none,blimp,uid,irregular_past_participle_adjectives,37.77
bl10m-d512L32-do0.1-gate-attnres8-offdev-aoaw19-aoat20-u37-b8ga64,attnres,1337,10m,2M,10,1916220,,none,blimp,uid,irregular_past_participle_verbs,51.91
bl10m-d512L32-do0.1-gate-attnres8-offdev-aoaw19-aoat20-u37-b8ga64,attnres,1337,10m,2M,10,1916220,,none,blimp,uid,irregular_plural_subject_verb_agreement_1,53.23
bl10m-d512L32-do0.1-gate-attnres8-offdev-aoaw19-aoat20-u37-b8ga64,attnres,1337,10m,2M,10,1916220,,none,blimp,uid,irregular_plural_subject_verb_agreement_2,55.49
bl10m-d512L32-do0.1-gate-attnres8-offdev-aoaw19-aoat20-u37-b8ga64,attnres,1337,10m,2M,10,1916220,,none,blimp,uid,left_branch_island_echo_question,89.55
bl10m-d512L32-do0.1-gate-attnres8-offdev-aoaw19-aoat20-u37-b8ga64,attnres,1337,10m,2M,10,1916220,,none,blimp,uid,left_branch_island_simple_question,49.53
bl10m-d512L32-do0.1-gate-attnres8-offdev-aoaw19-aoat20-u37-b8ga64,attnres,1337,10m,2M,10,1916220,,none,blimp,uid,matrix_question_npi_licensor_present,2.91
bl10m-d512L32-do0.1-gate-attnres8-offdev-aoaw19-aoat20-u37-b8ga64,attnres,1337,10m,2M,10,1916220,,none,blimp,uid,npi_present_1,28.49
bl10m-d512L32-do0.1-gate-attnres8-offdev-aoaw19-aoat20-u37-b8ga64,attnres,1337,10m,2M,10,1916220,,none,blimp,uid,npi_present_2,5.8
bl10m-d512L32-do0.1-gate-attnres8-offdev-aoaw19-aoat20-u37-b8ga64,attnres,1337,10m,2M,10,1916220,,none,blimp,uid,only_npi_licensor_present,97.73
bl10m-d512L32-do0.1-gate-attnres8-offdev-aoaw19-aoat20-u37-b8ga64,attnres,1337,10m,2M,10,1916220,,none,blimp,uid,only_npi_scope,49.82
bl10m-d512L32-do0.1-gate-attnres8-offdev-aoaw19-aoat20-u37-b8ga64,attnres,1337,10m,2M,10,1916220,,none,blimp,uid,passive_1,59.64
bl10m-d512L32-do0.1-gate-attnres8-offdev-aoaw19-aoat20-u37-b8ga64,attnres,1337,10m,2M,10,1916220,,none,blimp,uid,passive_2,56.92
bl10m-d512L32-do0.1-gate-attnres8-offdev-aoaw19-aoat20-u37-b8ga64,attnres,1337,10m,2M,10,1916220,,none,blimp,uid,principle_A_c_command,68.82
bl10m-d512L32-do0.1-gate-attnres8-offdev-aoaw19-aoat20-u37-b8ga64,attnres,1337,10m,2M,10,1916220,,none,blimp,uid,principle_A_case_1,88.16
bl10m-d512L32-do0.1-gate-attnres8-offdev-aoaw19-aoat20-u37-b8ga64,attnres,1337,10m,2M,10,1916220,,none,blimp,uid,principle_A_case_2,43.17
bl10m-d512L32-do0.1-gate-attnres8-offdev-aoaw19-aoat20-u37-b8ga64,attnres,1337,10m,2M,10,1916220,,none,blimp,uid,principle_A_domain_1,91.58
bl10m-d512L32-do0.1-gate-attnres8-offdev-aoaw19-aoat20-u37-b8ga64,attnres,1337,10m,2M,10,1916220,,none,blimp,uid,principle_A_domain_2,55.41
bl10m-d512L32-do0.1-gate-attnres8-offdev-aoaw19-aoat20-u37-b8ga64,attnres,1337,10m,2M,10,1916220,,none,blimp,uid,principle_A_domain_3,49.73
bl10m-d512L32-do0.1-gate-attnres8-offdev-aoaw19-aoat20-u37-b8ga64,attnres,1337,10m,2M,10,1916220,,none,blimp,uid,principle_A_reconstruction,28.75
bl10m-d512L32-do0.1-gate-attnres8-offdev-aoaw19-aoat20-u37-b8ga64,attnres,1337,10m,2M,10,1916220,,none,blimp,uid,regular_plural_subject_verb_agreement_1,42.13
